img1,img2,is_same_person,model,backend,similarity_metric,distance,threshold,similarity,verified,result_type
017121.jpg,024291.jpg,True,ArcFace,ssd,cosine,0.9322526938208281,0.68,6.77,False,FN
017121.jpg,024291.jpg,True,ArcFace,ssd,euclidean,7.642534543786548,4.15,N/A,False,FN
017121.jpg,024291.jpg,True,ArcFace,mtcnn,cosine,0.6283346327930229,0.68,37.17,True,TP
017121.jpg,024291.jpg,True,ArcFace,mtcnn,euclidean,3.5522658779166862,4.15,N/A,True,TP
017121.jpg,024291.jpg,True,ArcFace,retinaface,cosine,0.6341609810224609,0.68,36.58,True,TP
017121.jpg,024291.jpg,True,ArcFace,retinaface,euclidean,3.37975036438591,4.15,N/A,True,TP
000005.jpg,034914.jpg,True,Facenet,opencv,cosine,0.6752718223867928,0.4,32.47,False,FN
000005.jpg,034914.jpg,True,Facenet,opencv,euclidean,14.178863400208758,10.0,N/A,False,FN
000005.jpg,034914.jpg,True,Facenet,ssd,cosine,0.6712526521085528,0.4,32.87,False,FN
000005.jpg,034914.jpg,True,Facenet,ssd,euclidean,13.76368691912395,10.0,N/A,False,FN
000005.jpg,034914.jpg,True,Facenet,mtcnn,cosine,0.6791417134192068,0.4,32.09,False,FN
000005.jpg,034914.jpg,True,Facenet,mtcnn,euclidean,14.096841693246763,10.0,N/A,False,FN
000005.jpg,034914.jpg,True,Facenet,retinaface,cosine,0.7250699444237168,0.4,27.49,False,FN
000005.jpg,034914.jpg,True,Facenet,retinaface,euclidean,14.427427332816245,10.0,N/A,False,FN
000005.jpg,034914.jpg,True,OpenFace,opencv,cosine,0.2255163402647955,0.1,77.45,False,FN
000005.jpg,034914.jpg,True,OpenFace,opencv,euclidean,0.6715896784320581,0.55,N/A,False,FN
000005.jpg,034914.jpg,True,OpenFace,ssd,cosine,0.4421981300834351,0.1,55.78,False,FN
000005.jpg,034914.jpg,True,OpenFace,ssd,euclidean,0.9404234505389528,0.55,N/A,False,FN
000005.jpg,034914.jpg,True,OpenFace,mtcnn,cosine,0.39772300895082424,0.1,60.23,False,FN
000005.jpg,034914.jpg,True,OpenFace,mtcnn,euclidean,0.8918777949625767,0.55,N/A,False,FN
000005.jpg,034914.jpg,True,OpenFace,retinaface,cosine,0.27427197431244577,0.1,72.57,False,FN
000005.jpg,034914.jpg,True,OpenFace,retinaface,euclidean,0.740637528617597,0.55,N/A,False,FN
000005.jpg,034914.jpg,True,ArcFace,opencv,cosine,0.8052790863616888,0.68,19.47,False,FN
000005.jpg,034914.jpg,True,ArcFace,opencv,euclidean,4.864330561994172,4.15,N/A,False,FN
000005.jpg,034914.jpg,True,ArcFace,ssd,cosine,0.8453301389917184,0.68,15.47,False,FN
000005.jpg,034914.jpg,True,ArcFace,ssd,euclidean,4.553080675035421,4.15,N/A,False,FN
000005.jpg,034914.jpg,True,ArcFace,mtcnn,cosine,0.7271225460708943,0.68,27.29,False,FN
000005.jpg,034914.jpg,True,ArcFace,mtcnn,euclidean,4.451844493297548,4.15,N/A,False,FN
000005.jpg,034914.jpg,True,ArcFace,retinaface,cosine,0.776105041244359,0.68,22.39,False,FN
000005.jpg,034914.jpg,True,ArcFace,retinaface,euclidean,4.549604449501233,4.15,N/A,False,FN
023404.jpg,024374.jpg,True,Facenet,opencv,cosine,0.2071511031505613,0.4,79.28,True,TP
023404.jpg,024374.jpg,True,Facenet,opencv,euclidean,7.615580743555808,10.0,N/A,True,TP
023404.jpg,024374.jpg,True,Facenet,ssd,cosine,0.24538895224496593,0.4,75.46,True,TP
023404.jpg,024374.jpg,True,Facenet,ssd,euclidean,8.374596199584277,10.0,N/A,True,TP
023404.jpg,024374.jpg,True,Facenet,mtcnn,cosine,0.2421612654819162,0.4,75.78,True,TP
023404.jpg,024374.jpg,True,Facenet,mtcnn,euclidean,8.317839078515718,10.0,N/A,True,TP
023404.jpg,024374.jpg,True,Facenet,retinaface,cosine,0.20804451051082762,0.4,79.2,True,TP
023404.jpg,024374.jpg,True,Facenet,retinaface,euclidean,7.599340341362895,10.0,N/A,True,TP
023404.jpg,024374.jpg,True,OpenFace,opencv,cosine,0.15158839323997053,0.1,84.84,False,FN
023404.jpg,024374.jpg,True,OpenFace,opencv,euclidean,0.550614894129547,0.55,N/A,False,FN
023404.jpg,024374.jpg,True,OpenFace,ssd,cosine,0.32123550722947336,0.1,67.88,False,FN
023404.jpg,024374.jpg,True,OpenFace,ssd,euclidean,0.801542855426835,0.55,N/A,False,FN
023404.jpg,024374.jpg,True,OpenFace,mtcnn,cosine,0.1554681557142089,0.1,84.45,False,FN
023404.jpg,024374.jpg,True,OpenFace,mtcnn,euclidean,0.5576166268987294,0.55,N/A,False,FN
023404.jpg,024374.jpg,True,OpenFace,retinaface,cosine,0.18484718135300693,0.1,81.52,False,FN
023404.jpg,024374.jpg,True,OpenFace,retinaface,euclidean,0.6080249571077441,0.55,N/A,False,FN
023404.jpg,024374.jpg,True,ArcFace,opencv,cosine,0.2876600004796268,0.68,71.23,True,TP
023404.jpg,024374.jpg,True,ArcFace,opencv,euclidean,3.2269092373101684,4.15,N/A,True,TP
023404.jpg,024374.jpg,True,ArcFace,ssd,cosine,0.32470609870214695,0.68,67.53,True,TP
023404.jpg,024374.jpg,True,ArcFace,ssd,euclidean,3.4919434203147532,4.15,N/A,True,TP
023404.jpg,024374.jpg,True,ArcFace,mtcnn,cosine,0.3149153958606682,0.68,68.51,True,TP
023404.jpg,024374.jpg,True,ArcFace,mtcnn,euclidean,3.4539826247857177,4.15,N/A,True,TP
023404.jpg,024374.jpg,True,ArcFace,retinaface,cosine,0.3257282582427975,0.68,67.43,True,TP
023404.jpg,024374.jpg,True,ArcFace,retinaface,euclidean,3.5668086221774318,4.15,N/A,True,TP
014427.jpg,016680.jpg,True,Facenet,opencv,cosine,0.47347389803746254,0.4,52.65,False,FN
014427.jpg,016680.jpg,True,Facenet,opencv,euclidean,12.461867884041148,10.0,N/A,False,FN
014427.jpg,016680.jpg,True,Facenet,ssd,cosine,0.5179920165062486,0.4,48.2,False,FN
014427.jpg,016680.jpg,True,Facenet,ssd,euclidean,12.432385117680244,10.0,N/A,False,FN
014427.jpg,016680.jpg,True,Facenet,mtcnn,cosine,0.47793913761227835,0.4,52.21,False,FN
014427.jpg,016680.jpg,True,Facenet,mtcnn,euclidean,12.187163423359156,10.0,N/A,False,FN
014427.jpg,016680.jpg,True,Facenet,retinaface,cosine,0.4702545139200818,0.4,52.97,False,FN
014427.jpg,016680.jpg,True,Facenet,retinaface,euclidean,11.959145836361506,10.0,N/A,False,FN
014427.jpg,016680.jpg,True,OpenFace,opencv,cosine,0.26959442193194916,0.1,73.04,False,FN
014427.jpg,016680.jpg,True,OpenFace,opencv,euclidean,0.7342948088811179,0.55,N/A,False,FN
014427.jpg,016680.jpg,True,OpenFace,ssd,cosine,0.24200499520245566,0.1,75.8,False,FN
014427.jpg,016680.jpg,True,OpenFace,ssd,euclidean,0.6957082966394067,0.55,N/A,False,FN
014427.jpg,016680.jpg,True,OpenFace,mtcnn,cosine,0.3476810965253875,0.1,65.23,False,FN
014427.jpg,016680.jpg,True,OpenFace,mtcnn,euclidean,0.8338837749839495,0.55,N/A,False,FN
014427.jpg,016680.jpg,True,OpenFace,retinaface,cosine,0.18516732721648532,0.1,81.48,False,FN
014427.jpg,016680.jpg,True,OpenFace,retinaface,euclidean,0.6085512315947077,0.55,N/A,False,FN
014427.jpg,016680.jpg,True,ArcFace,opencv,cosine,0.5019800476178271,0.68,49.8,True,TP
014427.jpg,016680.jpg,True,ArcFace,opencv,euclidean,4.214154683257236,4.15,N/A,False,FN
014427.jpg,016680.jpg,True,ArcFace,ssd,cosine,0.5603169352898436,0.68,43.97,True,TP
014427.jpg,016680.jpg,True,ArcFace,ssd,euclidean,3.9326646409380954,4.15,N/A,True,TP
014427.jpg,016680.jpg,True,ArcFace,mtcnn,cosine,0.5782993397683076,0.68,42.17,True,TP
014427.jpg,016680.jpg,True,ArcFace,mtcnn,euclidean,4.145141512658981,4.15,N/A,True,TP
014427.jpg,016680.jpg,True,ArcFace,retinaface,cosine,0.5549017666361952,0.68,44.51,True,TP
014427.jpg,016680.jpg,True,ArcFace,retinaface,euclidean,4.0550478720784895,4.15,N/A,True,TP
025883.jpg,046906.jpg,True,Facenet,opencv,cosine,0.24253091488625256,0.4,75.75,True,TP
025883.jpg,046906.jpg,True,Facenet,opencv,euclidean,8.798644988716056,10.0,N/A,True,TP
025883.jpg,046906.jpg,True,Facenet,ssd,cosine,0.28469425041076724,0.4,71.53,True,TP
025883.jpg,046906.jpg,True,Facenet,ssd,euclidean,9.118282608521382,10.0,N/A,True,TP
025883.jpg,046906.jpg,True,Facenet,mtcnn,cosine,0.32801093526783276,0.4,67.2,True,TP
025883.jpg,046906.jpg,True,Facenet,mtcnn,euclidean,9.852145675345605,10.0,N/A,True,TP
025883.jpg,046906.jpg,True,Facenet,retinaface,cosine,0.2942107242262303,0.4,70.58,True,TP
025883.jpg,046906.jpg,True,Facenet,retinaface,euclidean,9.37267178785264,10.0,N/A,True,TP
025883.jpg,046906.jpg,True,OpenFace,opencv,cosine,0.44079815817785506,0.1,55.92,False,FN
025883.jpg,046906.jpg,True,OpenFace,opencv,euclidean,0.9389336071186953,0.55,N/A,False,FN
025883.jpg,046906.jpg,True,OpenFace,ssd,cosine,0.4350490916876858,0.1,56.5,False,FN
025883.jpg,046906.jpg,True,OpenFace,ssd,euclidean,0.9327905341826073,0.55,N/A,False,FN
025883.jpg,046906.jpg,True,OpenFace,mtcnn,cosine,0.5434376383704378,0.1,45.66,False,FN
025883.jpg,046906.jpg,True,OpenFace,mtcnn,euclidean,1.0425331281195034,0.55,N/A,False,FN
025883.jpg,046906.jpg,True,OpenFace,retinaface,cosine,0.44703269055987827,0.1,55.3,False,FN
025883.jpg,046906.jpg,True,OpenFace,retinaface,euclidean,0.9455503671300073,0.55,N/A,False,FN
025883.jpg,046906.jpg,True,ArcFace,opencv,cosine,0.4873359315182937,0.68,51.27,True,TP
025883.jpg,046906.jpg,True,ArcFace,opencv,euclidean,3.8980924435914956,4.15,N/A,True,TP
025883.jpg,046906.jpg,True,ArcFace,ssd,cosine,0.6104852403112196,0.68,38.95,True,TP
025883.jpg,046906.jpg,True,ArcFace,ssd,euclidean,3.603068885767479,4.15,N/A,True,TP
025883.jpg,046906.jpg,True,ArcFace,mtcnn,cosine,0.590343116253363,0.68,40.97,True,TP
025883.jpg,046906.jpg,True,ArcFace,mtcnn,euclidean,4.375692200267444,4.15,N/A,False,FN
025883.jpg,046906.jpg,True,ArcFace,retinaface,cosine,0.5414295043088745,0.68,45.86,True,TP
025883.jpg,046906.jpg,True,ArcFace,retinaface,euclidean,3.565916844054497,4.15,N/A,True,TP
005171.jpg,018964.jpg,True,Facenet,opencv,cosine,0.4417923904158041,0.4,55.82,False,FN
005171.jpg,018964.jpg,True,Facenet,opencv,euclidean,10.565004504237853,10.0,N/A,False,FN
005171.jpg,018964.jpg,True,Facenet,ssd,cosine,0.4038893031841698,0.4,59.61,False,FN
005171.jpg,018964.jpg,True,Facenet,ssd,euclidean,10.37661765331254,10.0,N/A,False,FN
005171.jpg,018964.jpg,True,Facenet,mtcnn,cosine,0.37192361967355914,0.4,62.81,True,TP
005171.jpg,018964.jpg,True,Facenet,mtcnn,euclidean,9.950054759740567,10.0,N/A,True,TP
005171.jpg,018964.jpg,True,Facenet,retinaface,cosine,0.36614200650591266,0.4,63.39,True,TP
005171.jpg,018964.jpg,True,Facenet,retinaface,euclidean,10.024060236310353,10.0,N/A,False,FN
005171.jpg,018964.jpg,True,OpenFace,opencv,cosine,0.21338109217847978,0.1,78.66,False,FN
005171.jpg,018964.jpg,True,OpenFace,opencv,euclidean,0.6532703749308838,0.55,N/A,False,FN
005171.jpg,018964.jpg,True,OpenFace,ssd,cosine,0.13557799801230241,0.1,86.44,False,FN
005171.jpg,018964.jpg,True,OpenFace,ssd,euclidean,0.5207263971394435,0.55,N/A,True,TP
005171.jpg,018964.jpg,True,OpenFace,mtcnn,cosine,0.18639062656969707,0.1,81.36,False,FN
005171.jpg,018964.jpg,True,OpenFace,mtcnn,euclidean,0.6105581800283978,0.55,N/A,False,FN
005171.jpg,018964.jpg,True,OpenFace,retinaface,cosine,0.15808405996666453,0.1,84.19,False,FN
005171.jpg,018964.jpg,True,OpenFace,retinaface,euclidean,0.5622882865622486,0.55,N/A,False,FN
005171.jpg,018964.jpg,True,ArcFace,opencv,cosine,0.6599939154946417,0.68,34.0,True,TP
005171.jpg,018964.jpg,True,ArcFace,opencv,euclidean,3.9897371731399276,4.15,N/A,True,TP
005171.jpg,018964.jpg,True,ArcFace,ssd,cosine,0.7802979913985898,0.68,21.97,False,FN
005171.jpg,018964.jpg,True,ArcFace,ssd,euclidean,4.399652325039862,4.15,N/A,False,FN
005171.jpg,018964.jpg,True,ArcFace,mtcnn,cosine,0.7533223116165475,0.68,24.67,False,FN
005171.jpg,018964.jpg,True,ArcFace,mtcnn,euclidean,4.430354765688329,4.15,N/A,False,FN
005171.jpg,018964.jpg,True,ArcFace,retinaface,cosine,0.7409573061016226,0.68,25.9,False,FN
005171.jpg,018964.jpg,True,ArcFace,retinaface,euclidean,4.385246065233199,4.15,N/A,False,FN
000004.jpg,000010.jpg,False,Facenet,ssd,cosine,1.0064438349703864,0.4,0.0,False,TN
000004.jpg,000010.jpg,False,Facenet,ssd,euclidean,15.771683271816094,10.0,N/A,False,TN
000004.jpg,000010.jpg,False,Facenet,mtcnn,cosine,0.9824534101653717,0.4,1.75,False,TN
000004.jpg,000010.jpg,False,Facenet,mtcnn,euclidean,14.578044472336158,10.0,N/A,False,TN
000004.jpg,000010.jpg,False,Facenet,retinaface,cosine,0.9207672884795548,0.4,7.92,False,TN
000004.jpg,000010.jpg,False,Facenet,retinaface,euclidean,14.73818239880108,10.0,N/A,False,TN
000004.jpg,000010.jpg,False,OpenFace,ssd,cosine,0.4844040233688668,0.1,51.56,False,TN
000004.jpg,000010.jpg,False,OpenFace,ssd,euclidean,0.9842804863263102,0.55,N/A,False,TN
000004.jpg,000010.jpg,False,OpenFace,mtcnn,cosine,0.7893588142612006,0.1,21.06,False,TN
000004.jpg,000010.jpg,False,OpenFace,mtcnn,euclidean,1.2564702690384624,0.55,N/A,False,TN
000004.jpg,000010.jpg,False,OpenFace,retinaface,cosine,0.5655180071731323,0.1,43.45,False,TN
000004.jpg,000010.jpg,False,OpenFace,retinaface,euclidean,1.0635017863626632,0.55,N/A,False,TN
000004.jpg,000010.jpg,False,ArcFace,ssd,cosine,0.9453691161388378,0.68,5.46,False,TN
000004.jpg,000010.jpg,False,ArcFace,ssd,euclidean,4.363073952403555,4.15,N/A,False,TN
000004.jpg,000010.jpg,False,ArcFace,mtcnn,cosine,0.9894579936138433,0.68,1.05,False,TN
000004.jpg,000010.jpg,False,ArcFace,mtcnn,euclidean,5.504845202397765,4.15,N/A,False,TN
000004.jpg,000010.jpg,False,ArcFace,retinaface,cosine,0.9508583611033168,0.68,4.91,False,TN
000004.jpg,000010.jpg,False,ArcFace,retinaface,euclidean,4.008164696113782,4.15,N/A,True,FP
016680.jpg,066448.jpg,True,Facenet,opencv,cosine,0.39371508073060013,0.4,60.63,True,TP
016680.jpg,066448.jpg,True,Facenet,opencv,euclidean,10.593837707901335,10.0,N/A,False,FN
016680.jpg,066448.jpg,True,Facenet,ssd,cosine,0.45653329300126844,0.4,54.35,False,FN
016680.jpg,066448.jpg,True,Facenet,ssd,euclidean,11.014893125487612,10.0,N/A,False,FN
016680.jpg,066448.jpg,True,Facenet,mtcnn,cosine,0.42031210030275745,0.4,57.97,False,FN
016680.jpg,066448.jpg,True,Facenet,mtcnn,euclidean,10.954910197362773,10.0,N/A,False,FN
016680.jpg,066448.jpg,True,Facenet,retinaface,cosine,0.44136106143999454,0.4,55.86,False,FN
016680.jpg,066448.jpg,True,Facenet,retinaface,euclidean,11.290950854596757,10.0,N/A,False,FN
016680.jpg,066448.jpg,True,OpenFace,opencv,cosine,0.2247304104327701,0.1,77.53,False,FN
016680.jpg,066448.jpg,True,OpenFace,opencv,euclidean,0.6704184150727924,0.55,N/A,False,FN
016680.jpg,066448.jpg,True,OpenFace,ssd,cosine,0.3097422623850403,0.1,69.03,False,FN
016680.jpg,066448.jpg,True,OpenFace,ssd,euclidean,0.7870734424543919,0.55,N/A,False,FN
016680.jpg,066448.jpg,True,OpenFace,mtcnn,cosine,0.17511293388487648,0.1,82.49,False,FN
016680.jpg,066448.jpg,True,OpenFace,mtcnn,euclidean,0.5917988252325727,0.55,N/A,False,FN
016680.jpg,066448.jpg,True,OpenFace,retinaface,cosine,0.21368879113013972,0.1,78.63,False,FN
016680.jpg,066448.jpg,True,OpenFace,retinaface,euclidean,0.6537411727463115,0.55,N/A,False,FN
016680.jpg,066448.jpg,True,ArcFace,opencv,cosine,0.4071003490140781,0.68,59.29,True,TP
016680.jpg,066448.jpg,True,ArcFace,opencv,euclidean,3.508363537486861,4.15,N/A,True,TP
016680.jpg,066448.jpg,True,ArcFace,ssd,cosine,0.3659217042445052,0.68,63.41,True,TP
016680.jpg,066448.jpg,True,ArcFace,ssd,euclidean,3.1598469440320716,4.15,N/A,True,TP
016680.jpg,066448.jpg,True,ArcFace,mtcnn,cosine,0.4461116419894885,0.68,55.39,True,TP
016680.jpg,066448.jpg,True,ArcFace,mtcnn,euclidean,3.7046871528227316,4.15,N/A,True,TP
016680.jpg,066448.jpg,True,ArcFace,retinaface,cosine,0.39119289600488083,0.68,60.88,True,TP
016680.jpg,066448.jpg,True,ArcFace,retinaface,euclidean,3.461513852561601,4.15,N/A,True,TP
000005.jpg,016680.jpg,True,Facenet,opencv,cosine,0.6938489762355966,0.4,30.62,False,FN
000005.jpg,016680.jpg,True,Facenet,opencv,euclidean,14.457877286762864,10.0,N/A,False,FN
000005.jpg,016680.jpg,True,Facenet,ssd,cosine,0.7991173997095842,0.4,20.09,False,FN
000005.jpg,016680.jpg,True,Facenet,ssd,euclidean,15.077273451106965,10.0,N/A,False,FN
000005.jpg,016680.jpg,True,Facenet,mtcnn,cosine,0.7577725720682249,0.4,24.22,False,FN
000005.jpg,016680.jpg,True,Facenet,mtcnn,euclidean,14.883957861305161,10.0,N/A,False,FN
000005.jpg,016680.jpg,True,Facenet,retinaface,cosine,0.8410321969638545,0.4,15.9,False,FN
000005.jpg,016680.jpg,True,Facenet,retinaface,euclidean,15.717587973593204,10.0,N/A,False,FN
000005.jpg,016680.jpg,True,OpenFace,opencv,cosine,0.2694599776821046,0.1,73.05,False,FN
000005.jpg,016680.jpg,True,OpenFace,opencv,euclidean,0.7341117119126409,0.55,N/A,False,FN
000005.jpg,016680.jpg,True,OpenFace,ssd,cosine,0.4024506900940964,0.1,59.75,False,FN
000005.jpg,016680.jpg,True,OpenFace,ssd,euclidean,0.8971629957666104,0.55,N/A,False,FN
000005.jpg,016680.jpg,True,OpenFace,mtcnn,cosine,0.378919045022195,0.1,62.11,False,FN
000005.jpg,016680.jpg,True,OpenFace,mtcnn,euclidean,0.8705389444926848,0.55,N/A,False,FN
000005.jpg,016680.jpg,True,OpenFace,retinaface,cosine,0.3490537532225698,0.1,65.09,False,FN
000005.jpg,016680.jpg,True,OpenFace,retinaface,euclidean,0.835528246325935,0.55,N/A,False,FN
000005.jpg,016680.jpg,True,ArcFace,opencv,cosine,0.6824137586813706,0.68,31.76,False,FN
000005.jpg,016680.jpg,True,ArcFace,opencv,euclidean,4.317682269333572,4.15,N/A,False,FN
000005.jpg,016680.jpg,True,ArcFace,ssd,cosine,0.7579109932418007,0.68,24.21,False,FN
000005.jpg,016680.jpg,True,ArcFace,ssd,euclidean,4.620081538564954,4.15,N/A,False,FN
000005.jpg,016680.jpg,True,ArcFace,mtcnn,cosine,0.7282647407975829,0.68,27.17,False,FN
000005.jpg,016680.jpg,True,ArcFace,mtcnn,euclidean,4.44712159217952,4.15,N/A,False,FN
000005.jpg,016680.jpg,True,ArcFace,retinaface,cosine,0.7983045409035461,0.68,20.17,False,FN
000005.jpg,016680.jpg,True,ArcFace,retinaface,euclidean,4.848101787255707,4.15,N/A,False,FN
026162.jpg,034914.jpg,True,Facenet,opencv,cosine,0.44483437981265095,0.4,55.52,False,FN
026162.jpg,034914.jpg,True,Facenet,opencv,euclidean,11.506850629889675,10.0,N/A,False,FN
026162.jpg,034914.jpg,True,Facenet,ssd,cosine,0.5417831735704033,0.4,45.82,False,FN
026162.jpg,034914.jpg,True,Facenet,ssd,euclidean,12.36402425609108,10.0,N/A,False,FN
026162.jpg,034914.jpg,True,Facenet,mtcnn,cosine,0.5180406590135288,0.4,48.2,False,FN
026162.jpg,034914.jpg,True,Facenet,mtcnn,euclidean,12.247716964305406,10.0,N/A,False,FN
026162.jpg,034914.jpg,True,Facenet,retinaface,cosine,0.5127228339217527,0.4,48.73,False,FN
026162.jpg,034914.jpg,True,Facenet,retinaface,euclidean,12.095747923848334,10.0,N/A,False,FN
026162.jpg,034914.jpg,True,OpenFace,opencv,cosine,0.1655312661327878,0.1,83.45,False,FN
026162.jpg,034914.jpg,True,OpenFace,opencv,euclidean,0.5753803202060845,0.55,N/A,False,FN
026162.jpg,034914.jpg,True,OpenFace,ssd,cosine,0.3131656146647718,0.1,68.68,False,FN
026162.jpg,034914.jpg,True,OpenFace,ssd,euclidean,0.7914108885704845,0.55,N/A,False,FN
026162.jpg,034914.jpg,True,OpenFace,mtcnn,cosine,0.19031264577427454,0.1,80.97,False,FN
026162.jpg,034914.jpg,True,OpenFace,mtcnn,euclidean,0.6169483769576258,0.55,N/A,False,FN
026162.jpg,034914.jpg,True,OpenFace,retinaface,cosine,0.19490875677088582,0.1,80.51,False,FN
026162.jpg,034914.jpg,True,OpenFace,retinaface,euclidean,0.6243536918688779,0.55,N/A,False,FN
026162.jpg,034914.jpg,True,ArcFace,opencv,cosine,0.5437121962065674,0.68,45.63,True,TP
026162.jpg,034914.jpg,True,ArcFace,opencv,euclidean,3.93017193232486,4.15,N/A,True,TP
026162.jpg,034914.jpg,True,ArcFace,ssd,cosine,0.5340329889188173,0.68,46.6,True,TP
026162.jpg,034914.jpg,True,ArcFace,ssd,euclidean,3.657515180098001,4.15,N/A,True,TP
026162.jpg,034914.jpg,True,ArcFace,mtcnn,cosine,0.5827543892437905,0.68,41.72,True,TP
026162.jpg,034914.jpg,True,ArcFace,mtcnn,euclidean,4.10094955797638,4.15,N/A,True,TP
026162.jpg,034914.jpg,True,ArcFace,retinaface,cosine,0.48910874814975935,0.68,51.09,True,TP
026162.jpg,034914.jpg,True,ArcFace,retinaface,euclidean,3.668004948631347,4.15,N/A,True,TP
000007.jpg,000008.jpg,False,Facenet,opencv,cosine,1.0022880140618184,0.4,0.0,False,TN
000007.jpg,000008.jpg,False,Facenet,opencv,euclidean,17.82390484924261,10.0,N/A,False,TN
000007.jpg,000008.jpg,False,Facenet,ssd,cosine,1.112258069646918,0.4,0.0,False,TN
000007.jpg,000008.jpg,False,Facenet,ssd,euclidean,18.593088791870855,10.0,N/A,False,TN
000007.jpg,000008.jpg,False,Facenet,mtcnn,cosine,1.018113113620155,0.4,0.0,False,TN
000007.jpg,000008.jpg,False,Facenet,mtcnn,euclidean,17.448490118108605,10.0,N/A,False,TN
000007.jpg,000008.jpg,False,Facenet,retinaface,cosine,1.0725123177128268,0.4,0.0,False,TN
000007.jpg,000008.jpg,False,Facenet,retinaface,euclidean,17.82640349594602,10.0,N/A,False,TN
000007.jpg,000008.jpg,False,OpenFace,opencv,cosine,0.7056921342858741,0.1,29.43,False,TN
000007.jpg,000008.jpg,False,OpenFace,opencv,euclidean,1.1880169377149774,0.55,N/A,False,TN
000007.jpg,000008.jpg,False,OpenFace,ssd,cosine,0.24529496747916457,0.1,75.47,False,TN
000007.jpg,000008.jpg,False,OpenFace,ssd,euclidean,0.7004212847069299,0.55,N/A,False,TN
000007.jpg,000008.jpg,False,OpenFace,mtcnn,cosine,0.35475645183334137,0.1,64.52,False,TN
000007.jpg,000008.jpg,False,OpenFace,mtcnn,euclidean,0.8423258749457453,0.55,N/A,False,TN
000007.jpg,000008.jpg,False,OpenFace,retinaface,cosine,0.27337169715803633,0.1,72.66,False,TN
000007.jpg,000008.jpg,False,OpenFace,retinaface,euclidean,0.7394210316742933,0.55,N/A,False,TN
000007.jpg,000008.jpg,False,ArcFace,opencv,cosine,1.0009830643333548,0.68,0.0,False,TN
000007.jpg,000008.jpg,False,ArcFace,opencv,euclidean,5.54672884321559,4.15,N/A,False,TN
000007.jpg,000008.jpg,False,ArcFace,ssd,cosine,0.963534687496757,0.68,3.65,False,TN
000007.jpg,000008.jpg,False,ArcFace,ssd,euclidean,5.297464644232886,4.15,N/A,False,TN
000007.jpg,000008.jpg,False,ArcFace,mtcnn,cosine,0.8989149980363332,0.68,10.11,False,TN
000007.jpg,000008.jpg,False,ArcFace,mtcnn,euclidean,5.693968679562826,4.15,N/A,False,TN
000007.jpg,000008.jpg,False,ArcFace,retinaface,cosine,0.9820597723653691,0.68,1.79,False,TN
000007.jpg,000008.jpg,False,ArcFace,retinaface,euclidean,5.423605446224605,4.15,N/A,False,TN
000001.jpg,000404.jpg,True,Facenet,opencv,cosine,0.33250321998001753,0.4,66.75,True,TP
000001.jpg,000404.jpg,True,Facenet,opencv,euclidean,10.17240951087933,10.0,N/A,False,FN
000001.jpg,000404.jpg,True,Facenet,ssd,cosine,0.43751735195469166,0.4,56.25,False,FN
000001.jpg,000404.jpg,True,Facenet,ssd,euclidean,11.294727432818036,10.0,N/A,False,FN
000001.jpg,000404.jpg,True,Facenet,mtcnn,cosine,0.4755031619316963,0.4,52.45,False,FN
000001.jpg,000404.jpg,True,Facenet,mtcnn,euclidean,11.69889639355183,10.0,N/A,False,FN
000001.jpg,000404.jpg,True,Facenet,retinaface,cosine,0.4451882158236028,0.4,55.48,False,FN
000001.jpg,000404.jpg,True,Facenet,retinaface,euclidean,11.384511630999986,10.0,N/A,False,FN
000001.jpg,000404.jpg,True,OpenFace,opencv,cosine,0.13410504379195431,0.1,86.59,False,FN
000001.jpg,000404.jpg,True,OpenFace,opencv,euclidean,0.5178900385127159,0.55,N/A,True,TP
000001.jpg,000404.jpg,True,OpenFace,ssd,cosine,0.21894045761684455,0.1,78.11,False,FN
000001.jpg,000404.jpg,True,OpenFace,ssd,euclidean,0.6617257457100681,0.55,N/A,False,FN
000001.jpg,000404.jpg,True,OpenFace,mtcnn,cosine,0.15321101084584376,0.1,84.68,False,FN
000001.jpg,000404.jpg,True,OpenFace,mtcnn,euclidean,0.5535540022783262,0.55,N/A,False,FN
000001.jpg,000404.jpg,True,OpenFace,retinaface,cosine,0.17700465501075202,0.1,82.3,False,FN
000001.jpg,000404.jpg,True,OpenFace,retinaface,euclidean,0.5949868001362733,0.55,N/A,False,FN
000001.jpg,000404.jpg,True,ArcFace,opencv,cosine,0.3822010665841795,0.68,61.78,True,TP
000001.jpg,000404.jpg,True,ArcFace,opencv,euclidean,3.2999748798140507,4.15,N/A,True,TP
000001.jpg,000404.jpg,True,ArcFace,ssd,cosine,0.44960487029976437,0.68,55.04,True,TP
000001.jpg,000404.jpg,True,ArcFace,ssd,euclidean,3.989865621403143,4.15,N/A,True,TP
000001.jpg,000404.jpg,True,ArcFace,mtcnn,cosine,0.3912523571875609,0.68,60.87,True,TP
000001.jpg,000404.jpg,True,ArcFace,mtcnn,euclidean,3.9598993647868412,4.15,N/A,True,TP
000001.jpg,000404.jpg,True,ArcFace,retinaface,cosine,0.4174710619240023,0.68,58.25,True,TP
000001.jpg,000404.jpg,True,ArcFace,retinaface,euclidean,3.86536755790769,4.15,N/A,True,TP
003415.jpg,027771.jpg,True,Facenet,opencv,cosine,0.3436080377641907,0.4,65.64,True,TP
